sample	subject	timepoint	species	cluster	within_abund	coverage	support
S17-1	S17	1	Porphyromonas_gingivalis	C8	0.3057	0.13	13
S17-1	S17	1	Porphyromonas_gingivalis	C12	0.1921	0.24	35
S17-1	S17	1	Porphyromonas_gingivalis	C14	0.1747	0.14	14
S17-1	S17	1	Porphyromonas_gingivalis	C15	0.1223	0.11	14
S17-1	S17	1	Porphyromonas_gingivalis	C2	0.1092	0.16	14
S17-1	S17	1	Porphyromonas_gingivalis	C16	0.0611	0.12	11
S17-1	S17	1	Porphyromonas_gingivalis	C10	0.0349	0.12	10
S17-1	S17	1	Prevotella_melaninogenica	C1	0.1807	0.62	393
S17-1	S17	1	Prevotella_melaninogenica	C7	0.1084	0.27	97
S17-1	S17	1	Prevotella_melaninogenica	C0	0.0964	0.41	120
S17-1	S17	1	Prevotella_melaninogenica	C4	0.0964	0.37	117
S17-1	S17	1	Prevotella_melaninogenica	C9	0.0964	0.42	182
S17-1	S17	1	Prevotella_melaninogenica	C3	0.0843	0.25	61
S17-1	S17	1	Prevotella_melaninogenica	C8	0.0843	0.44	179
S17-1	S17	1	Prevotella_melaninogenica	C10	0.0843	0.24	74
S17-1	S17	1	Prevotella_melaninogenica	C2	0.0783	0.34	90
S17-1	S17	1	Prevotella_melaninogenica	C5	0.0482	0.17	45
S17-1	S17	1	Prevotella_melaninogenica	C6	0.0422	0.18	39
S17-1	S17	1	Rothia_dentocariosa	C1	0.1154	0.11	25
S17-1	S17	1	Rothia_dentocariosa	C7	0.1154	0.18	32
S17-1	S17	1	Rothia_dentocariosa	C10	0.1154	0.25	37
S17-1	S17	1	Rothia_dentocariosa	C12	0.1154	0.21	42
S17-1	S17	1	Rothia_dentocariosa	C3	0.0769	0.17	26
S17-1	S17	1	Rothia_dentocariosa	C4	0.0769	0.14	26
S17-1	S17	1	Rothia_dentocariosa	C5	0.0769	0.13	10
S17-1	S17	1	Rothia_dentocariosa	C6	0.0769	0.16	28
S17-1	S17	1	Rothia_dentocariosa	C8	0.0769	0.12	21
S17-1	S17	1	Rothia_dentocariosa	C9	0.0769	0.12	27
S17-1	S17	1	Rothia_dentocariosa	C11	0.0769	0.13	29
S17-1	S17	1	Rothia_mucilaginosa	C1	0.4313	0.16	76
S17-1	S17	1	Rothia_mucilaginosa	C10	0.3333	0.24	150
S17-1	S17	1	Rothia_mucilaginosa	C4	0.0979	0.18	66
S17-1	S17	1	Rothia_mucilaginosa	C11	0.0471	0.10	53
S17-1	S17	1	Rothia_mucilaginosa	C0	0.0452	0.12	34
S17-1	S17	1	Rothia_mucilaginosa	C12	0.0452	0.11	50
S17-1	S17	1	Streptococcus_gordonii	C3	0.1977	0.21	11
S17-1	S17	1	Streptococcus_gordonii	C9	0.1279	0.19	20
S17-1	S17	1	Streptococcus_gordonii	C4	0.1163	0.23	12
S17-1	S17	1	Streptococcus_gordonii	C6	0.1163	0.18	21
S17-1	S17	1	Streptococcus_gordonii	C10	0.1163	0.26	21
S17-1	S17	1	Streptococcus_gordonii	C2	0.0930	0.28	15
S17-1	S17	1	Streptococcus_gordonii	C7	0.0930	0.24	12
S17-1	S17	1	Streptococcus_gordonii	C1	0.0698	0.20	11
S17-1	S17	1	Streptococcus_gordonii	C5	0.0698	0.18	12
S17-1	S17	1	Streptococcus_mitis	C13	0.1886	0.30	37
S17-1	S17	1	Streptococcus_mitis	C2	0.1438	0.28	49
S17-1	S17	1	Streptococcus_mitis	C12	0.0997	0.38	59
S17-1	S17	1	Streptococcus_mitis	C0	0.0954	0.34	51
S17-1	S17	1	Streptococcus_mitis	C10	0.0802	0.29	44
S17-1	S17	1	Streptococcus_mitis	C1	0.0773	0.48	52
S17-1	S17	1	Streptococcus_mitis	C4	0.0639	0.45	76
S17-1	S17	1	Streptococcus_mitis	C14	0.0549	0.42	73
S17-1	S17	1	Streptococcus_mitis	C7	0.0491	0.41	50
S17-1	S17	1	Streptococcus_mitis	C11	0.0488	0.31	41
S17-1	S17	1	Streptococcus_mitis	C3	0.0376	0.44	50
S17-1	S17	1	Streptococcus_mitis	C6	0.0365	0.49	84
S17-1	S17	1	Streptococcus_mitis	C5	0.0242	0.39	64
S17-1	S17	1	Streptococcus_oralis	C12	0.1620	0.35	32
S17-1	S17	1	Streptococcus_oralis	C14	0.0929	0.23	19
S17-1	S17	1	Streptococcus_oralis	C7	0.0907	0.33	24
S17-1	S17	1	Streptococcus_oralis	C20	0.0864	0.28	22
S17-1	S17	1	Streptococcus_oralis	C0	0.0778	0.29	36
S17-1	S17	1	Streptococcus_oralis	C5	0.0734	0.30	30
S17-1	S17	1	Streptococcus_oralis	C10	0.0605	0.23	18
S17-1	S17	1	Streptococcus_oralis	C22	0.0562	0.27	56
S17-1	S17	1	Streptococcus_oralis	C4	0.0540	0.30	26
S17-1	S17	1	Streptococcus_oralis	C15	0.0518	0.23	20
S17-1	S17	1	Streptococcus_oralis	C17	0.0346	0.44	80
S17-1	S17	1	Streptococcus_oralis	C3	0.0302	0.38	66
S17-1	S17	1	Streptococcus_oralis	C16	0.0302	0.26	42
S17-1	S17	1	Streptococcus_oralis	C21	0.0302	0.24	23
S17-1	S17	1	Streptococcus_oralis	C18	0.0259	0.48	92
S17-1	S17	1	Streptococcus_oralis	C1	0.0216	0.27	13
S17-1	S17	1	Streptococcus_oralis	C6	0.0216	0.25	32
S17-1	S17	1	Streptococcus_parasanguinis	C1	1.0000	0.15	13
S17-1	S17	1	Streptococcus_salivarius	C10	0.5000	0.16	11
S17-1	S17	1	Streptococcus_salivarius	C2	0.3333	0.20	12
S17-1	S17	1	Streptococcus_salivarius	C0	0.1667	0.20	10
S17-1	S17	1	Streptococcus_sanguinis	C7	0.1840	0.13	19
S17-1	S17	1	Streptococcus_sanguinis	C0	0.0982	0.21	27
S17-1	S17	1	Streptococcus_sanguinis	C5	0.0798	0.19	16
S17-1	S17	1	Streptococcus_sanguinis	C4	0.0736	0.11	12
S17-1	S17	1	Streptococcus_sanguinis	C9	0.0736	0.19	11
S17-1	S17	1	Streptococcus_sanguinis	C11	0.0736	0.13	20
S17-1	S17	1	Streptococcus_sanguinis	C12	0.0736	0.17	18
S17-1	S17	1	Streptococcus_sanguinis	C14	0.0736	0.13	17
S17-1	S17	1	Streptococcus_sanguinis	C6	0.0613	0.12	11
S17-1	S17	1	Streptococcus_sanguinis	C15	0.0613	0.26	25
S17-1	S17	1	Streptococcus_sanguinis	C22	0.0613	0.23	28
S17-1	S17	1	Streptococcus_sanguinis	C2	0.0491	0.14	12
S17-1	S17	1	Streptococcus_sanguinis	C10	0.0368	0.21	43
S17-1	S17	1	Veillonella_atypica	C8	0.4194	0.28	33
S17-1	S17	1	Veillonella_atypica	C10	0.3226	0.39	52
S17-1	S17	1	Veillonella_atypica	C1	0.1290	0.24	19
S17-1	S17	1	Veillonella_atypica	C2	0.1290	0.24	25
S17-1	S17	1	Veillonella_dispar	C7	0.3049	0.37	36
S17-1	S17	1	Veillonella_dispar	C1	0.1951	0.65	318
S17-1	S17	1	Veillonella_dispar	C10	0.1098	0.14	13
S17-1	S17	1	Veillonella_dispar	C12	0.0976	0.16	13
S17-1	S17	1	Veillonella_dispar	C2	0.0732	0.19	11
S17-1	S17	1	Veillonella_dispar	C6	0.0732	0.16	17
S17-1	S17	1	Veillonella_dispar	C8	0.0732	0.18	13
S17-1	S17	1	Veillonella_dispar	C14	0.0732	0.18	11
S17-1	S17	1	Veillonella_parvula	C8	0.1538	0.14	11
S17-1	S17	1	Veillonella_parvula	C0	0.1154	0.16	14
S17-1	S17	1	Veillonella_parvula	C3	0.1154	0.25	18
S17-1	S17	1	Veillonella_parvula	C5	0.1154	0.28	13
S17-1	S17	1	Veillonella_parvula	C7	0.1154	0.26	20
S17-1	S17	1	Veillonella_parvula	C9	0.1154	0.32	27
S17-1	S17	1	Veillonella_parvula	C12	0.1154	0.32	22
S17-1	S17	1	Veillonella_parvula	C2	0.0769	0.26	12
S17-1	S17	1	Veillonella_parvula	C10	0.0769	0.24	18
S17-2	S17	2	Haemophilus_parainfluenzae	C19	0.1584	0.33	44
S17-2	S17	2	Haemophilus_parainfluenzae	C14	0.1089	0.28	22
S17-2	S17	2	Haemophilus_parainfluenzae	C15	0.0990	0.25	21
S17-2	S17	2	Haemophilus_parainfluenzae	C0	0.0594	0.17	27
S17-2	S17	2	Haemophilus_parainfluenzae	C3	0.0594	0.20	28
S17-2	S17	2	Haemophilus_parainfluenzae	C4	0.0594	0.20	28
S17-2	S17	2	Haemophilus_parainfluenzae	C5	0.0594	0.16	17
S17-2	S17	2	Haemophilus_parainfluenzae	C6	0.0594	0.11	10
S17-2	S17	2	Haemophilus_parainfluenzae	C7	0.0594	0.12	14
S17-2	S17	2	Haemophilus_parainfluenzae	C8	0.0594	0.13	15
S17-2	S17	2	Haemophilus_parainfluenzae	C13	0.0594	0.14	18
S17-2	S17	2	Haemophilus_parainfluenzae	C1	0.0396	0.23	22
S17-2	S17	2	Haemophilus_parainfluenzae	C2	0.0396	0.13	14
S17-2	S17	2	Haemophilus_parainfluenzae	C16	0.0396	0.15	27
S17-2	S17	2	Haemophilus_parainfluenzae	C17	0.0396	0.19	29
S17-2	S17	2	Neisseria_subflava	C8	0.1786	0.21	28
S17-2	S17	2	Neisseria_subflava	C6	0.1607	0.24	121
S17-2	S17	2	Neisseria_subflava	C5	0.1161	0.25	110
S17-2	S17	2	Neisseria_subflava	C3	0.1071	0.21	118
S17-2	S17	2	Neisseria_subflava	C7	0.1071	0.32	43
S17-2	S17	2	Neisseria_subflava	C0	0.0893	0.21	108
S17-2	S17	2	Neisseria_subflava	C4	0.0893	0.25	114
S17-2	S17	2	Neisseria_subflava	C1	0.0804	0.39	181
S17-2	S17	2	Neisseria_subflava	C2	0.0714	0.23	138
S17-2	S17	2	Porphyromonas_gingivalis	C8	0.3784	0.14	11
S17-2	S17	2	Porphyromonas_gingivalis	C14	0.3514	0.13	13
S17-2	S17	2	Porphyromonas_gingivalis	C12	0.2703	0.11	16
S17-2	S17	2	Prevotella_melaninogenica	C7	0.1500	0.12	37
S17-2	S17	2	Prevotella_melaninogenica	C9	0.1500	0.20	69
S17-2	S17	2	Prevotella_melaninogenica	C1	0.1250	0.44	212
S17-2	S17	2	Prevotella_melaninogenica	C0	0.1000	0.10	22
S17-2	S17	2	Prevotella_melaninogenica	C3	0.1000	0.11	18
S17-2	S17	2	Prevotella_melaninogenica	C4	0.1000	0.16	39
S17-2	S17	2	Prevotella_melaninogenica	C8	0.1000	0.17	47
S17-2	S17	2	Prevotella_melaninogenica	C10	0.1000	0.13	24
S17-2	S17	2	Prevotella_melaninogenica	C2	0.0750	0.11	18
S17-2	S17	2	Rothia_mucilaginosa	C4	0.4500	0.12	53
S17-2	S17	2	Rothia_mucilaginosa	C10	0.3000	0.26	149
S17-2	S17	2	Rothia_mucilaginosa	C1	0.2500	0.17	77
S17-2	S17	2	Streptococcus_mitis	C13	0.1406	0.22	24
S17-2	S17	2	Streptococcus_mitis	C2	0.1250	0.18	28
S17-2	S17	2	Streptococcus_mitis	C10	0.1042	0.15	21
S17-2	S17	2	Streptococcus_mitis	C11	0.0938	0.12	17
S17-2	S17	2	Streptococcus_mitis	C14	0.0938	0.17	26
S17-2	S17	2	Streptococcus_mitis	C15	0.0625	0.16	16
S17-2	S17	2	Streptococcus_mitis	C7	0.0573	0.28	31
S17-2	S17	2	Streptococcus_mitis	C12	0.0573	0.21	28
S17-2	S17	2	Streptococcus_mitis	C4	0.0521	0.27	42
S17-2	S17	2	Streptococcus_mitis	C1	0.0469	0.27	26
S17-2	S17	2	Streptococcus_mitis	C0	0.0313	0.14	17
S17-2	S17	2	Streptococcus_mitis	C3	0.0313	0.21	19
S17-2	S17	2	Streptococcus_mitis	C6	0.0313	0.29	36
S17-2	S17	2	Streptococcus_mitis	C9	0.0313	0.19	23
S17-2	S17	2	Streptococcus_mitis	C5	0.0208	0.22	29
S17-2	S17	2	Streptococcus_mitis	C8	0.0208	0.15	19
S17-2	S17	2	Streptococcus_oralis	C2	0.2143	0.11	14
S17-2	S17	2	Streptococcus_oralis	C0	0.1429	0.19	14
S17-2	S17	2	Streptococcus_oralis	C3	0.1429	0.15	22
S17-2	S17	2	Streptococcus_oralis	C12	0.1429	0.26	15
S17-2	S17	2	Streptococcus_oralis	C17	0.1429	0.17	18
S17-2	S17	2	Streptococcus_oralis	C22	0.1429	0.15	24
S17-2	S17	2	Streptococcus_oralis	C18	0.0714	0.18	20
S17-2	S17	2	Veillonella_dispar	C7	1.0000	0.19	20
S17-6	S17	6	Actinomyces_odontolyticus	C4	0.2500	0.32	692
S17-6	S17	6	Actinomyces_odontolyticus	C1	0.2000	0.23	299
S17-6	S17	6	Actinomyces_odontolyticus	C7	0.1750	0.19	238
S17-6	S17	6	Actinomyces_odontolyticus	C6	0.1250	0.55	1132
S17-6	S17	6	Actinomyces_odontolyticus	C2	0.1000	0.26	367
S17-6	S17	6	Actinomyces_odontolyticus	C9	0.1000	0.15	244
S17-6	S17	6	Actinomyces_odontolyticus	C5	0.0500	0.13	121
S17-6	S17	6	Gemella_haemolysans	C6	0.4069	0.46	55
S17-6	S17	6	Gemella_haemolysans	C3	0.3782	0.20	10
S17-6	S17	6	Gemella_haemolysans	C13	0.0974	0.31	11
S17-6	S17	6	Gemella_haemolysans	C9	0.0602	0.13	16
S17-6	S17	6	Gemella_haemolysans	C4	0.0573	0.21	12
S17-6	S17	6	Granulicatella_adiacens	C2	0.1619	0.29	19
S17-6	S17	6	Granulicatella_adiacens	C8	0.1381	0.37	138
S17-6	S17	6	Granulicatella_adiacens	C3	0.1238	0.25	42
S17-6	S17	6	Granulicatella_adiacens	C10	0.1190	0.28	14
S17-6	S17	6	Granulicatella_adiacens	C9	0.1143	0.38	123
S17-6	S17	6	Granulicatella_adiacens	C4	0.0952	0.27	13
S17-6	S17	6	Granulicatella_adiacens	C11	0.0857	0.24	20
S17-6	S17	6	Granulicatella_adiacens	C5	0.0667	0.13	17
S17-6	S17	6	Granulicatella_adiacens	C6	0.0476	0.22	13
S17-6	S17	6	Granulicatella_adiacens	C7	0.0476	0.24	13
S17-6	S17	6	Haemophilus_parainfluenzae	C19	0.1092	0.39	61
S17-6	S17	6	Haemophilus_parainfluenzae	C17	0.1084	0.17	41
S17-6	S17	6	Haemophilus_parainfluenzae	C13	0.0766	0.28	46
S17-6	S17	6	Haemophilus_parainfluenzae	C6	0.0685	0.30	41
S17-6	S17	6	Haemophilus_parainfluenzae	C3	0.0660	0.39	67
S17-6	S17	6	Haemophilus_parainfluenzae	C1	0.0636	0.49	69
S17-6	S17	6	Haemophilus_parainfluenzae	C18	0.0619	0.22	37
S17-6	S17	6	Haemophilus_parainfluenzae	C4	0.0522	0.40	68
S17-6	S17	6	Haemophilus_parainfluenzae	C14	0.0505	0.41	38
S17-6	S17	6	Haemophilus_parainfluenzae	C7	0.0489	0.26	34
S17-6	S17	6	Haemophilus_parainfluenzae	C2	0.0391	0.24	39
S17-6	S17	6	Haemophilus_parainfluenzae	C8	0.0391	0.30	52
S17-6	S17	6	Haemophilus_parainfluenzae	C12	0.0391	0.28	32
S17-6	S17	6	Haemophilus_parainfluenzae	C9	0.0375	0.23	33
S17-6	S17	6	Haemophilus_parainfluenzae	C16	0.0359	0.23	47
S17-6	S17	6	Haemophilus_parainfluenzae	C0	0.0318	0.32	56
S17-6	S17	6	Haemophilus_parainfluenzae	C5	0.0277	0.37	50
S17-6	S17	6	Haemophilus_parainfluenzae	C11	0.0228	0.29	24
S17-6	S17	6	Haemophilus_parainfluenzae	C15	0.0212	0.42	44
S17-6	S17	6	Neisseria_subflava	C2	0.3514	0.38	259
S17-6	S17	6	Neisseria_subflava	C1	0.2428	0.51	284
S17-6	S17	6	Neisseria_subflava	C3	0.0895	0.28	160
S17-6	S17	6	Neisseria_subflava	C0	0.0831	0.30	167
S17-6	S17	6	Neisseria_subflava	C7	0.0639	0.37	46
S17-6	S17	6	Neisseria_subflava	C4	0.0511	0.33	158
S17-6	S17	6	Neisseria_subflava	C8	0.0479	0.32	43
S17-6	S17	6	Neisseria_subflava	C6	0.0447	0.31	148
S17-6	S17	6	Neisseria_subflava	C5	0.0256	0.32	118
S17-6	S17	6	Porphyromonas_gingivalis	C0	0.2703	0.11	11
S17-6	S17	6	Porphyromonas_gingivalis	C14	0.2613	0.18	19
S17-6	S17	6	Porphyromonas_gingivalis	C16	0.2162	0.20	18
S17-6	S17	6	Porphyromonas_gingivalis	C2	0.1261	0.11	10
S17-6	S17	6	Porphyromonas_gingivalis	C8	0.1261	0.10	10
S17-6	S17	6	Prevotella_melaninogenica	C1	0.1918	0.57	352
S17-6	S17	6	Prevotella_melaninogenica	C0	0.1096	0.37	96
S17-6	S17	6	Prevotella_melaninogenica	C7	0.1096	0.33	112
S17-6	S17	6	Prevotella_melaninogenica	C10	0.1096	0.43	122
S17-6	S17	6	Prevotella_melaninogenica	C2	0.0959	0.45	118
S17-6	S17	6	Prevotella_melaninogenica	C3	0.0822	0.36	81
S17-6	S17	6	Prevotella_melaninogenica	C4	0.0822	0.34	119
S17-6	S17	6	Prevotella_melaninogenica	C6	0.0685	0.32	69
S17-6	S17	6	Prevotella_melaninogenica	C8	0.0548	0.46	168
S17-6	S17	6	Prevotella_melaninogenica	C9	0.0548	0.46	175
S17-6	S17	6	Prevotella_melaninogenica	C5	0.0411	0.23	60
S17-6	S17	6	Rothia_dentocariosa	C12	0.2091	0.31	75
S17-6	S17	6	Rothia_dentocariosa	C8	0.1796	0.17	39
S17-6	S17	6	Rothia_dentocariosa	C10	0.1072	0.28	52
S17-6	S17	6	Rothia_dentocariosa	C4	0.0965	0.19	40
S17-6	S17	6	Rothia_dentocariosa	C11	0.0831	0.13	36
S17-6	S17	6	Rothia_dentocariosa	C7	0.0751	0.21	40
S17-6	S17	6	Rothia_dentocariosa	C1	0.0670	0.15	43
S17-6	S17	6	Rothia_dentocariosa	C3	0.0590	0.24	61
S17-6	S17	6	Rothia_dentocariosa	C6	0.0429	0.19	34
S17-6	S17	6	Rothia_dentocariosa	C9	0.0429	0.21	52
S17-6	S17	6	Rothia_dentocariosa	C5	0.0375	0.13	14
S17-6	S17	6	Rothia_mucilaginosa	C12	0.3211	0.21	88
S17-6	S17	6	Rothia_mucilaginosa	C5	0.1341	0.14	56
S17-6	S17	6	Rothia_mucilaginosa	C11	0.1138	0.61	359
S17-6	S17	6	Rothia_mucilaginosa	C3	0.0976	0.14	42
S17-6	S17	6	Rothia_mucilaginosa	C9	0.0732	0.16	42
S17-6	S17	6	Rothia_mucilaginosa	C7	0.0488	0.13	26
S17-6	S17	6	Rothia_mucilaginosa	C8	0.0447	0.14	33
S17-6	S17	6	Rothia_mucilaginosa	C2	0.0407	0.11	29
S17-6	S17	6	Rothia_mucilaginosa	C4	0.0366	0.17	62
S17-6	S17	6	Rothia_mucilaginosa	C6	0.0325	0.13	24
S17-6	S17	6	Rothia_mucilaginosa	C10	0.0325	0.26	137
S17-6	S17	6	Rothia_mucilaginosa	C1	0.0244	0.19	81
S17-6	S17	6	Streptococcus_gordonii	C3	0.1739	0.33	15
S17-6	S17	6	Streptococcus_gordonii	C1	0.1630	0.22	11
S17-6	S17	6	Streptococcus_gordonii	C5	0.1304	0.18	14
S17-6	S17	6	Streptococcus_gordonii	C7	0.1087	0.28	17
S17-6	S17	6	Streptococcus_gordonii	C9	0.0978	0.26	26
S17-6	S17	6	Streptococcus_gordonii	C10	0.0978	0.25	18
S17-6	S17	6	Streptococcus_gordonii	C4	0.0870	0.23	11
S17-6	S17	6	Streptococcus_gordonii	C6	0.0761	0.22	25
S17-6	S17	6	Streptococcus_gordonii	C2	0.0652	0.28	17
S17-6	S17	6	Streptococcus_mitis	C3	0.1163	0.47	55
S17-6	S17	6	Streptococcus_mitis	C1	0.1115	0.55	59
S17-6	S17	6	Streptococcus_mitis	C6	0.1096	0.46	79
S17-6	S17	6	Streptococcus_mitis	C14	0.1067	0.50	89
S17-6	S17	6	Streptococcus_mitis	C8	0.1019	0.29	43
S17-6	S17	6	Streptococcus_mitis	C15	0.0827	0.25	32
S17-6	S17	6	Streptococcus_mitis	C7	0.0808	0.46	55
S17-6	S17	6	Streptococcus_mitis	C2	0.0692	0.33	51
S17-6	S17	6	Streptococcus_mitis	C5	0.0615	0.34	58
S17-6	S17	6	Streptococcus_mitis	C13	0.0442	0.36	43
S17-6	S17	6	Streptococcus_mitis	C9	0.0365	0.31	54
S17-6	S17	6	Streptococcus_mitis	C11	0.0327	0.31	40
S17-6	S17	6	Streptococcus_mitis	C12	0.0250	0.33	46
S17-6	S17	6	Streptococcus_mitis	C4	0.0212	0.50	78
S17-6	S17	6	Streptococcus_oralis	C8	0.1957	0.34	10
S17-6	S17	6	Streptococcus_oralis	C12	0.1188	0.50	48
S17-6	S17	6	Streptococcus_oralis	C9	0.0638	0.26	11
S17-6	S17	6	Streptococcus_oralis	C15	0.0609	0.25	26
S17-6	S17	6	Streptococcus_oralis	C1	0.0522	0.33	12
S17-6	S17	6	Streptococcus_oralis	C3	0.0522	0.37	69
S17-6	S17	6	Streptococcus_oralis	C7	0.0522	0.42	32
S17-6	S17	6	Streptococcus_oralis	C6	0.0464	0.24	32
S17-6	S17	6	Streptococcus_oralis	C5	0.0406	0.34	34
S17-6	S17	6	Streptococcus_oralis	C14	0.0406	0.34	28
S17-6	S17	6	Streptococcus_oralis	C18	0.0406	0.53	112
S17-6	S17	6	Streptococcus_oralis	C22	0.0391	0.27	56
S17-6	S17	6	Streptococcus_oralis	C4	0.0362	0.33	26
S17-6	S17	6	Streptococcus_oralis	C16	0.0319	0.26	43
S17-6	S17	6	Streptococcus_oralis	C19	0.0304	0.32	31
S17-6	S17	6	Streptococcus_oralis	C2	0.0261	0.30	58
S17-6	S17	6	Streptococcus_oralis	C17	0.0246	0.33	52
S17-6	S17	6	Streptococcus_oralis	C20	0.0246	0.42	35
S17-6	S17	6	Streptococcus_oralis	C21	0.0232	0.30	33
S17-6	S17	6	Streptococcus_parasanguinis	C2	0.1739	0.13	13
S17-6	S17	6	Streptococcus_parasanguinis	C13	0.1739	0.12	13
S17-6	S17	6	Streptococcus_parasanguinis	C8	0.1449	0.23	16
S17-6	S17	6	Streptococcus_parasanguinis	C1	0.1014	0.19	15
S17-6	S17	6	Streptococcus_parasanguinis	C4	0.0870	0.12	10
S17-6	S17	6	Streptococcus_parasanguinis	C6	0.0870	0.21	21
S17-6	S17	6	Streptococcus_parasanguinis	C15	0.0870	0.16	16
S17-6	S17	6	Streptococcus_parasanguinis	C7	0.0725	0.11	10
S17-6	S17	6	Streptococcus_parasanguinis	C9	0.0725	0.13	10
S17-6	S17	6	Streptococcus_salivarius	C1	1.0000	0.17	11
S17-6	S17	6	Streptococcus_sanguinis	C12	0.1040	0.14	18
S17-6	S17	6	Streptococcus_sanguinis	C3	0.0960	0.16	13
S17-6	S17	6	Streptococcus_sanguinis	C9	0.0800	0.38	18
S17-6	S17	6	Streptococcus_sanguinis	C11	0.0800	0.18	23
S17-6	S17	6	Streptococcus_sanguinis	C13	0.0800	0.18	11
S17-6	S17	6	Streptococcus_sanguinis	C14	0.0800	0.15	16
S17-6	S17	6	Streptococcus_sanguinis	C6	0.0720	0.14	13
S17-6	S17	6	Streptococcus_sanguinis	C0	0.0640	0.22	23
S17-6	S17	6	Streptococcus_sanguinis	C2	0.0640	0.15	10
S17-6	S17	6	Streptococcus_sanguinis	C4	0.0640	0.18	20
S17-6	S17	6	Streptococcus_sanguinis	C10	0.0640	0.11	21
S17-6	S17	6	Streptococcus_sanguinis	C7	0.0480	0.13	18
S17-6	S17	6	Streptococcus_sanguinis	C5	0.0400	0.13	10
S17-6	S17	6	Streptococcus_sanguinis	C15	0.0320	0.21	15
S17-6	S17	6	Streptococcus_sanguinis	C22	0.0320	0.12	12
S17-6	S17	6	Veillonella_atypica	C11	0.4342	0.19	10
S17-6	S17	6	Veillonella_atypica	C10	0.1645	0.44	64
S17-6	S17	6	Veillonella_atypica	C9	0.1053	0.15	12
S17-6	S17	6	Veillonella_atypica	C5	0.0987	0.13	14
S17-6	S17	6	Veillonella_atypica	C8	0.0789	0.26	38
S17-6	S17	6	Veillonella_atypica	C7	0.0526	0.17	13
S17-6	S17	6	Veillonella_atypica	C2	0.0395	0.17	20
S17-6	S17	6	Veillonella_atypica	C1	0.0263	0.11	12
S17-6	S17	6	Veillonella_dispar	C7	0.3086	0.42	46
S17-6	S17	6	Veillonella_dispar	C10	0.1899	0.15	11
S17-6	S17	6	Veillonella_dispar	C8	0.1306	0.25	24
S17-6	S17	6	Veillonella_dispar	C1	0.0890	0.63	313
S17-6	S17	6	Veillonella_dispar	C6	0.0712	0.19	22
S17-6	S17	6	Veillonella_dispar	C14	0.0653	0.25	19
S17-6	S17	6	Veillonella_dispar	C5	0.0593	0.19	13
S17-6	S17	6	Veillonella_dispar	C2	0.0564	0.20	12
S17-6	S17	6	Veillonella_dispar	C11	0.0297	0.13	13
S17-6	S17	6	Veillonella_parvula	C7	0.2523	0.26	25
S17-6	S17	6	Veillonella_parvula	C9	0.2056	0.33	31
S17-6	S17	6	Veillonella_parvula	C11	0.1308	0.23	15
S17-6	S17	6	Veillonella_parvula	C3	0.1215	0.19	18
S17-6	S17	6	Veillonella_parvula	C10	0.1121	0.29	28
S17-6	S17	6	Veillonella_parvula	C5	0.0748	0.26	14
S17-6	S17	6	Veillonella_parvula	C12	0.0654	0.19	15
S17-6	S17	6	Veillonella_parvula	C0	0.0374	0.16	12
S17-7	S17	7	Actinomyces_odontolyticus	C2	1.0000	0.12	157
S17-7	S17	7	Gemella_haemolysans	C8	0.5455	0.32	19
S17-7	S17	7	Gemella_haemolysans	C10	0.2727	0.27	10
S17-7	S17	7	Gemella_haemolysans	C0	0.1818	0.21	10
S17-7	S17	7	Granulicatella_adiacens	C6	0.1887	0.14	10
S17-7	S17	7	Granulicatella_adiacens	C9	0.1792	0.49	162
S17-7	S17	7	Granulicatella_adiacens	C8	0.1509	0.38	136
S17-7	S17	7	Granulicatella_adiacens	C4	0.1321	0.36	20
S17-7	S17	7	Granulicatella_adiacens	C10	0.1132	0.33	17
S17-7	S17	7	Granulicatella_adiacens	C11	0.1132	0.15	10
S17-7	S17	7	Granulicatella_adiacens	C7	0.0849	0.26	16
S17-7	S17	7	Granulicatella_adiacens	C3	0.0377	0.14	15
S17-7	S17	7	Haemophilus_parainfluenzae	C9	0.1863	0.14	24
S17-7	S17	7	Haemophilus_parainfluenzae	C15	0.1046	0.33	35
S17-7	S17	7	Haemophilus_parainfluenzae	C0	0.0915	0.30	59
S17-7	S17	7	Haemophilus_parainfluenzae	C14	0.0801	0.34	30
S17-7	S17	7	Haemophilus_parainfluenzae	C5	0.0654	0.34	49
S17-7	S17	7	Haemophilus_parainfluenzae	C4	0.0556	0.29	49
S17-7	S17	7	Haemophilus_parainfluenzae	C8	0.0523	0.22	36
S17-7	S17	7	Haemophilus_parainfluenzae	C7	0.0490	0.19	27
S17-7	S17	7	Haemophilus_parainfluenzae	C3	0.0474	0.29	52
S17-7	S17	7	Haemophilus_parainfluenzae	C17	0.0408	0.13	29
S17-7	S17	7	Haemophilus_parainfluenzae	C6	0.0392	0.28	40
S17-7	S17	7	Haemophilus_parainfluenzae	C18	0.0392	0.15	26
S17-7	S17	7	Haemophilus_parainfluenzae	C11	0.0359	0.21	19
S17-7	S17	7	Haemophilus_parainfluenzae	C16	0.0359	0.13	26
S17-7	S17	7	Haemophilus_parainfluenzae	C13	0.0310	0.21	35
S17-7	S17	7	Haemophilus_parainfluenzae	C12	0.0245	0.15	16
S17-7	S17	7	Haemophilus_parainfluenzae	C1	0.0212	0.27	33
S17-7	S17	7	Neisseria_subflava	C8	0.2186	0.25	36
